,start,end,text,words,speaker
266,22.771,26.274,It lives!,"[{'word': 'It', 'start': 22.771, 'end': 23.672, 'score': 0.894}, {'word': 'lives!', 'start': 24.493, 'end': 26.274, 'score': 0.706}]",
267,26.534,28.255,I got a whole hundred yards.,"[{'word': 'I', 'start': 26.534, 'end': 26.654, 'score': 0.619, 'speaker': 'SPEAKER_03'}, {'word': 'got', 'start': 26.694, 'end': 26.834, 'score': 0.705, 'speaker': 'SPEAKER_03'}, {'word': 'a', 'start': 26.874, 'end': 26.914, 'score': 0.497, 'speaker': 'SPEAKER_03'}, {'word': 'whole', 'start': 26.994, 'end': 27.254, 'score': 0.571, 'speaker': 'SPEAKER_03'}, {'word': 'hundred', 'start': 27.354, 'end': 27.714, 'score': 0.755, 'speaker': 'SPEAKER_03'}, {'word': 'yards.', 'start': 27.775, 'end': 28.255, 'score': 0.99, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
268,30.211,31.211, I'm not stuck.,"[{'word': ""I'm"", 'start': 30.211, 'end': 30.471, 'score': 0.568, 'speaker': 'SPEAKER_03'}, {'word': 'not', 'start': 30.491, 'end': 30.711, 'score': 0.555, 'speaker': 'SPEAKER_03'}, {'word': 'stuck.', 'start': 30.811, 'end': 31.211, 'score': 0.699, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
269,32.051,33.632,The idle speed's not good.,"[{'word': 'The', 'start': 32.051, 'end': 32.252, 'score': 0.581, 'speaker': 'SPEAKER_03'}, {'word': 'idle', 'start': 32.272, 'end': 32.552, 'score': 0.571, 'speaker': 'SPEAKER_03'}, {'word': ""speed's"", 'start': 32.572, 'end': 32.912, 'score': 0.477, 'speaker': 'SPEAKER_03'}, {'word': 'not', 'start': 32.972, 'end': 33.192, 'score': 0.689, 'speaker': 'SPEAKER_03'}, {'word': 'good.', 'start': 33.232, 'end': 33.632, 'score': 0.701, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
270,35.632,36.593,"Bye, everybody.","[{'word': 'Bye,', 'start': 35.632, 'end': 36.213, 'score': 0.771, 'speaker': 'SPEAKER_03'}, {'word': 'everybody.', 'start': 36.233, 'end': 36.593, 'score': 0.241, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
271,36.673,37.533,I can't stop.,"[{'word': 'I', 'start': 36.673, 'end': 36.773, 'score': 0.491, 'speaker': 'SPEAKER_03'}, {'word': ""can't"", 'start': 36.813, 'end': 37.153, 'score': 0.603, 'speaker': 'SPEAKER_03'}, {'word': 'stop.', 'start': 37.213, 'end': 37.533, 'score': 0.746, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
272,37.873,38.493,Please.,"[{'word': 'Please.', 'start': 37.873, 'end': 38.493, 'score': 0.485, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
273,39.533,40.174,Please.,"[{'word': 'Please.', 'start': 39.533, 'end': 40.174, 'score': 0.706, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
274,41.534,45.535,"Soon, we hit the tarmac and we started to taste the hope.","[{'word': 'Soon,', 'start': 41.534, 'end': 41.834, 'score': 0.651, 'speaker': 'SPEAKER_04'}, {'word': 'we', 'start': 42.094, 'end': 42.234, 'score': 0.79, 'speaker': 'SPEAKER_04'}, {'word': 'hit', 'start': 42.254, 'end': 42.394, 'score': 0.543, 'speaker': 'SPEAKER_04'}, {'word': 'the', 'start': 42.434, 'end': 42.574, 'score': 0.436, 'speaker': 'SPEAKER_04'}, {'word': 'tarmac', 'start': 42.594, 'end': 42.854, 'score': 0.383, 'speaker': 'SPEAKER_04'}, {'word': 'and', 'start': 43.394, 'end': 43.494, 'score': 0.804, 'speaker': 'SPEAKER_04'}, {'word': 'we', 'start': 43.534, 'end': 43.714, 'score': 0.81, 'speaker': 'SPEAKER_04'}, {'word': 'started', 'start': 43.795, 'end': 44.275, 'score': 0.957, 'speaker': 'SPEAKER_04'}, {'word': 'to', 'start': 44.355, 'end': 44.475, 'score': 0.747, 'speaker': 'SPEAKER_04'}, {'word': 'taste', 'start': 44.595, 'end': 44.935, 'score': 0.904, 'speaker': 'SPEAKER_04'}, {'word': 'the', 'start': 45.035, 'end': 45.175, 'score': 0.965, 'speaker': 'SPEAKER_04'}, {'word': 'hope.', 'start': 45.275, 'end': 45.535, 'score': 0.543, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
275,51.516,52.577,Just 20 miles.,"[{'word': 'Just', 'start': 51.516, 'end': 52.197, 'score': 0.856, 'speaker': 'SPEAKER_04'}, {'word': '20'}, {'word': 'miles.', 'start': 52.277, 'end': 52.577, 'score': 0.759, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
276,52.597,53.357,You can do that.,"[{'word': 'You', 'start': 52.597, 'end': 52.717, 'score': 0.338, 'speaker': 'SPEAKER_04'}, {'word': 'can', 'start': 52.757, 'end': 52.917, 'score': 0.66, 'speaker': 'SPEAKER_04'}, {'word': 'do', 'start': 52.937, 'end': 53.177, 'score': 0.672, 'speaker': 'SPEAKER_02'}, {'word': 'that.', 'start': 53.217, 'end': 53.357, 'score': 0.803, 'speaker': 'SPEAKER_02'}]",SPEAKER_04
277,53.377,54.677,You've crossed Botswana.,"[{'word': ""You've"", 'start': 53.377, 'end': 53.577, 'score': 0.449, 'speaker': 'SPEAKER_02'}, {'word': 'crossed', 'start': 53.617, 'end': 53.897, 'score': 0.553, 'speaker': 'SPEAKER_02'}, {'word': 'Botswana.', 'start': 53.937, 'end': 54.677, 'score': 0.695, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
278,54.717,57.038,"Now, I'm stuck in second, but second will do.","[{'word': 'Now,', 'start': 54.717, 'end': 55.017, 'score': 0.403, 'speaker': 'SPEAKER_02'}, {'word': ""I'm"", 'start': 55.037, 'end': 55.097, 'score': 0.003, 'speaker': 'SPEAKER_02'}, {'word': 'stuck', 'start': 55.157, 'end': 55.377, 'score': 0.768, 'speaker': 'SPEAKER_02'}, {'word': 'in', 'start': 55.417, 'end': 55.538, 'score': 0.497, 'speaker': 'SPEAKER_02'}, {'word': 'second,', 'start': 55.618, 'end': 56.038, 'score': 0.793, 'speaker': 'SPEAKER_02'}, {'word': 'but', 'start': 56.098, 'end': 56.238, 'score': 0.577, 'speaker': 'SPEAKER_02'}, {'word': 'second', 'start': 56.318, 'end': 56.638, 'score': 0.828, 'speaker': 'SPEAKER_02'}, {'word': 'will', 'start': 56.658, 'end': 56.858, 'score': 0.648, 'speaker': 'SPEAKER_02'}, {'word': 'do.', 'start': 56.878, 'end': 57.038, 'score': 0.475, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
279,58.314,64.795," Obviously, mine would keep going to the other side of the whole continent, but, you know... Come on, ten miles, please!","[{'word': 'Obviously,', 'start': 58.314, 'end': 58.634, 'score': 0.212, 'speaker': 'SPEAKER_02'}, {'word': 'mine', 'start': 58.654, 'end': 58.814, 'score': 0.389, 'speaker': 'SPEAKER_02'}, {'word': 'would', 'start': 58.834, 'end': 58.954, 'score': 0.015, 'speaker': 'SPEAKER_02'}, {'word': 'keep', 'start': 58.974, 'end': 59.134, 'score': 0.608, 'speaker': 'SPEAKER_02'}, {'word': 'going', 'start': 59.174, 'end': 59.374, 'score': 0.731, 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': 59.414, 'end': 59.474, 'score': 0.71, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 59.514, 'end': 59.594, 'score': 0.368, 'speaker': 'SPEAKER_02'}, {'word': 'other', 'start': 59.614, 'end': 59.794, 'score': 0.357, 'speaker': 'SPEAKER_02'}, {'word': 'side', 'start': 59.834, 'end': 60.034, 'score': 0.827, 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': 60.094, 'end': 60.174, 'score': 0.725, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 60.875, 'end': 60.995, 'score': 0.279, 'speaker': 'SPEAKER_02'}, {'word': 'whole', 'start': 61.035, 'end': 61.155, 'score': 0.134, 'speaker': 'SPEAKER_02'}, {'word': 'continent,', 'start': 61.195, 'end': 61.995, 'score': 0.565, 'speaker': 'SPEAKER_02'}, {'word': 'but,', 'start': 62.035, 'end': 62.595, 'score': 0.655, 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': 62.615, 'end': 62.755, 'score': 0.346, 'speaker': 'SPEAKER_02'}, {'word': 'know...', 'start': 62.775, 'end': 62.915, 'score': 0.155, 'speaker': 'SPEAKER_02'}, {'word': 'Come', 'start': 63.195, 'end': 63.315, 'score': 0.267, 'speaker': 'SPEAKER_04'}, {'word': 'on,', 'start': 63.375, 'end': 63.575, 'score': 0.704, 'speaker': 'SPEAKER_04'}, {'word': 'ten', 'start': 63.615, 'end': 63.795, 'score': 0.61, 'speaker': 'SPEAKER_04'}, {'word': 'miles,', 'start': 63.835, 'end': 64.155, 'score': 0.543, 'speaker': 'SPEAKER_04'}, {'word': 'please!', 'start': 64.235, 'end': 64.795, 'score': 0.662, 'speaker': 'SPEAKER_04'}]",SPEAKER_02
280,66.836,70.637,Then something really surprising happened.,"[{'word': 'Then', 'start': 66.836, 'end': 67.136, 'score': 0.896, 'speaker': 'SPEAKER_04'}, {'word': 'something', 'start': 67.216, 'end': 67.616, 'score': 0.924, 'speaker': 'SPEAKER_04'}, {'word': 'really', 'start': 67.736, 'end': 68.076, 'score': 0.801, 'speaker': 'SPEAKER_04'}, {'word': 'surprising', 'start': 68.136, 'end': 68.896, 'score': 0.905, 'speaker': 'SPEAKER_04'}, {'word': 'happened.', 'start': 68.956, 'end': 70.637, 'score': 0.418, 'speaker': 'SPEAKER_03'}]",SPEAKER_04
281,70.657,71.697,"Oh, no, not now.","[{'word': 'Oh,', 'start': 70.657, 'end': 70.837, 'score': 0.647, 'speaker': 'SPEAKER_03'}, {'word': 'no,', 'start': 70.877, 'end': 71.137, 'score': 0.774, 'speaker': 'SPEAKER_03'}, {'word': 'not', 'start': 71.177, 'end': 71.357, 'score': 0.531, 'speaker': 'SPEAKER_03'}, {'word': 'now.', 'start': 71.417, 'end': 71.697, 'score': 0.711, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
282,73.257,73.637,Please!,"[{'word': 'Please!', 'start': 73.257, 'end': 73.637, 'score': 0.282}]",
283,75.378,79.739,"Because the Lancia had been such a problem child, everyone was fed up with it.","[{'word': 'Because', 'start': 75.378, 'end': 75.778, 'score': 0.728, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 75.818, 'end': 75.918, 'score': 0.75, 'speaker': 'SPEAKER_03'}, {'word': 'Lancia', 'start': 75.958, 'end': 76.458, 'score': 0.834, 'speaker': 'SPEAKER_03'}, {'word': 'had', 'start': 76.498, 'end': 76.598, 'score': 0.94, 'speaker': 'SPEAKER_03'}, {'word': 'been', 'start': 76.638, 'end': 76.838, 'score': 0.912, 'speaker': 'SPEAKER_03'}, {'word': 'such', 'start': 77.058, 'end': 77.338, 'score': 0.743, 'speaker': 'SPEAKER_03'}, {'word': 'a', 'start': 77.398, 'end': 77.418, 'score': 0.999, 'speaker': 'SPEAKER_03'}, {'word': 'problem', 'start': 77.478, 'end': 77.898, 'score': 0.905, 'speaker': 'SPEAKER_03'}, {'word': 'child,', 'start': 77.958, 'end': 78.298, 'score': 0.814, 'speaker': 'SPEAKER_03'}, {'word': 'everyone', 'start': 78.439, 'end': 78.859, 'score': 0.865, 'speaker': 'SPEAKER_03'}, {'word': 'was', 'start': 78.899, 'end': 79.019, 'score': 0.989, 'speaker': 'SPEAKER_03'}, {'word': 'fed', 'start': 79.099, 'end': 79.279, 'score': 0.979, 'speaker': 'SPEAKER_03'}, {'word': 'up', 'start': 79.339, 'end': 79.439, 'score': 0.598, 'speaker': 'SPEAKER_03'}, {'word': 'with', 'start': 79.459, 'end': 79.599, 'score': 0.924, 'speaker': 'SPEAKER_03'}, {'word': 'it.', 'start': 79.679, 'end': 79.739, 'score': 0.875, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
284,80.139,82.819,Only two of the crew stayed behind to help.,"[{'word': 'Only', 'start': 80.139, 'end': 80.359, 'score': 0.686, 'speaker': 'SPEAKER_03'}, {'word': 'two', 'start': 80.479, 'end': 80.679, 'score': 0.644, 'speaker': 'SPEAKER_03'}, {'word': 'of', 'start': 80.739, 'end': 80.799, 'score': 0.75, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 80.839, 'end': 80.959, 'score': 0.799, 'speaker': 'SPEAKER_03'}, {'word': 'crew', 'start': 81.019, 'end': 81.359, 'score': 0.855, 'speaker': 'SPEAKER_03'}, {'word': 'stayed', 'start': 81.599, 'end': 81.879, 'score': 0.741, 'speaker': 'SPEAKER_03'}, {'word': 'behind', 'start': 81.919, 'end': 82.259, 'score': 0.886, 'speaker': 'SPEAKER_03'}, {'word': 'to', 'start': 82.299, 'end': 82.439, 'score': 0.824, 'speaker': 'SPEAKER_03'}, {'word': 'help.', 'start': 82.519, 'end': 82.819, 'score': 0.947, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
285,83.46,84.38,Carburettors gone.,"[{'word': 'Carburettors', 'start': 83.46, 'end': 84.1, 'score': 0.766, 'speaker': 'SPEAKER_03'}, {'word': 'gone.', 'start': 84.16, 'end': 84.38, 'score': 0.916, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
286,85.911,88.473," Even if we can get that fixed, the starter motor is gone.","[{'word': 'Even', 'start': 85.911, 'end': 86.071, 'score': 0.826, 'speaker': 'SPEAKER_03'}, {'word': 'if', 'start': 86.111, 'end': 86.171, 'score': 0.814, 'speaker': 'SPEAKER_03'}, {'word': 'we', 'start': 86.191, 'end': 86.271, 'score': 0.861, 'speaker': 'SPEAKER_03'}, {'word': 'can', 'start': 86.291, 'end': 86.391, 'score': 0.801, 'speaker': 'SPEAKER_03'}, {'word': 'get', 'start': 86.431, 'end': 86.552, 'score': 0.705, 'speaker': 'SPEAKER_03'}, {'word': 'that', 'start': 86.612, 'end': 86.752, 'score': 0.79, 'speaker': 'SPEAKER_03'}, {'word': 'fixed,', 'start': 86.852, 'end': 87.132, 'score': 0.537, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 87.172, 'end': 87.272, 'score': 0.741, 'speaker': 'SPEAKER_03'}, {'word': 'starter', 'start': 87.332, 'end': 87.752, 'score': 0.675, 'speaker': 'SPEAKER_03'}, {'word': 'motor', 'start': 87.772, 'end': 88.113, 'score': 0.765, 'speaker': 'SPEAKER_03'}, {'word': 'is', 'start': 88.153, 'end': 88.213, 'score': 0.79, 'speaker': 'SPEAKER_03'}, {'word': 'gone.', 'start': 88.293, 'end': 88.473, 'score': 0.873, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
287,88.513,93.056,"We put it into gear, it goes into third, and then that just stalls the engine and then you're back to square one again.","[{'word': 'We', 'start': 88.513, 'end': 88.673, 'score': 0.542, 'speaker': 'SPEAKER_03'}, {'word': 'put', 'start': 88.713, 'end': 88.853, 'score': 0.854, 'speaker': 'SPEAKER_03'}, {'word': 'it', 'start': 88.893, 'end': 88.933, 'score': 0.988, 'speaker': 'SPEAKER_03'}, {'word': 'into', 'start': 88.973, 'end': 89.133, 'score': 0.858, 'speaker': 'SPEAKER_03'}, {'word': 'gear,', 'start': 89.153, 'end': 89.334, 'score': 0.545, 'speaker': 'SPEAKER_03'}, {'word': 'it', 'start': 89.374, 'end': 89.434, 'score': 0.576, 'speaker': 'SPEAKER_03'}, {'word': 'goes', 'start': 89.454, 'end': 89.614, 'score': 0.668, 'speaker': 'SPEAKER_03'}, {'word': 'into', 'start': 89.654, 'end': 89.734, 'score': 0.28, 'speaker': 'SPEAKER_03'}, {'word': 'third,', 'start': 89.754, 'end': 90.214, 'score': 0.592, 'speaker': 'SPEAKER_03'}, {'word': 'and', 'start': 90.534, 'end': 90.614, 'score': 0.913, 'speaker': 'SPEAKER_03'}, {'word': 'then', 'start': 90.634, 'end': 90.755, 'score': 0.873, 'speaker': 'SPEAKER_03'}, {'word': 'that', 'start': 90.795, 'end': 90.935, 'score': 0.85, 'speaker': 'SPEAKER_03'}, {'word': 'just', 'start': 90.975, 'end': 91.115, 'score': 0.871, 'speaker': 'SPEAKER_03'}, {'word': 'stalls', 'start': 91.135, 'end': 91.395, 'score': 0.843, 'speaker': 'SPEAKER_03'}, {'word': 'the', 'start': 91.435, 'end': 91.515, 'score': 0.836, 'speaker': 'SPEAKER_03'}, {'word': 'engine', 'start': 91.575, 'end': 91.775, 'score': 0.984, 'speaker': 'SPEAKER_03'}, {'word': 'and', 'start': 91.815, 'end': 91.875, 'score': 0.888, 'speaker': 'SPEAKER_03'}, {'word': 'then', 'start': 91.895, 'end': 91.975, 'score': 0.108, 'speaker': 'SPEAKER_03'}, {'word': ""you're"", 'start': 91.995, 'end': 92.116, 'score': 0.001, 'speaker': 'SPEAKER_03'}, {'word': 'back', 'start': 92.136, 'end': 92.256, 'score': 0.518, 'speaker': 'SPEAKER_03'}, {'word': 'to', 'start': 92.276, 'end': 92.356, 'score': 0.534, 'speaker': 'SPEAKER_03'}, {'word': 'square', 'start': 92.376, 'end': 92.636, 'score': 0.758, 'speaker': 'SPEAKER_03'}, {'word': 'one', 'start': 92.716, 'end': 92.816, 'score': 0.74, 'speaker': 'SPEAKER_03'}, {'word': 'again.', 'start': 92.856, 'end': 93.056, 'score': 0.93, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
288,94.798,96.699,The Bordo was just five miles away.,"[{'word': 'The', 'start': 94.798, 'end': 94.858, 'score': 0.948, 'speaker': 'SPEAKER_03'}, {'word': 'Bordo', 'start': 94.898, 'end': 95.278, 'score': 0.666, 'speaker': 'SPEAKER_03'}, {'word': 'was', 'start': 95.318, 'end': 95.458, 'score': 0.791, 'speaker': 'SPEAKER_03'}, {'word': 'just', 'start': 95.518, 'end': 95.758, 'score': 0.798, 'speaker': 'SPEAKER_03'}, {'word': 'five', 'start': 95.898, 'end': 96.199, 'score': 0.907, 'speaker': 'SPEAKER_03'}, {'word': 'miles', 'start': 96.279, 'end': 96.599, 'score': 0.785, 'speaker': 'SPEAKER_03'}, {'word': 'away.', 'start': 96.619, 'end': 96.699, 'score': 0.01, 'speaker': 'SPEAKER_03'}]",SPEAKER_03
289,97.419,97.92,There you go.,"[{'word': 'There', 'start': 97.419, 'end': 97.6, 'score': 0.52, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 97.62, 'end': 97.72, 'score': 0.586, 'speaker': 'SPEAKER_01'}, {'word': 'go.', 'start': 97.76, 'end': 97.92, 'score': 0.77, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
290,97.94,100.342,This is an object lesson for the owners of old cars everywhere.,"[{'word': 'This', 'start': 97.94, 'end': 98.06, 'score': 0.316, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 98.1, 'end': 98.14, 'score': 0.022, 'speaker': 'SPEAKER_01'}, {'word': 'an', 'start': 98.18, 'end': 98.24, 'score': 0.548, 'speaker': 'SPEAKER_01'}, {'word': 'object', 'start': 98.26, 'end': 98.56, 'score': 0.464, 'speaker': 'SPEAKER_01'}, {'word': 'lesson', 'start': 98.6, 'end': 98.8, 'score': 0.299, 'speaker': 'SPEAKER_01'}, {'word': 'for', 'start': 98.82, 'end': 98.92, 'score': 0.392, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 98.961, 'end': 99.041, 'score': 0.496, 'speaker': 'SPEAKER_01'}, {'word': 'owners', 'start': 99.101, 'end': 99.321, 'score': 0.298, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 99.381, 'end': 99.441, 'score': 0.273, 'speaker': 'SPEAKER_01'}, {'word': 'old', 'start': 99.501, 'end': 99.681, 'score': 0.665, 'speaker': 'SPEAKER_01'}, {'word': 'cars', 'start': 99.721, 'end': 99.981, 'score': 0.506, 'speaker': 'SPEAKER_01'}, {'word': 'everywhere.', 'start': 100.081, 'end': 100.342, 'score': 0.238, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
291,100.382,101.983,You can drive them round the world.,"[{'word': 'You', 'start': 100.382, 'end': 100.642, 'score': 0.471, 'speaker': 'SPEAKER_01'}, {'word': 'can', 'start': 100.662, 'end': 100.862, 'score': 0.474, 'speaker': 'SPEAKER_01'}, {'word': 'drive', 'start': 100.922, 'end': 101.122, 'score': 0.303, 'speaker': 'SPEAKER_01'}, {'word': 'them', 'start': 101.142, 'end': 101.242, 'score': 0.262, 'speaker': 'SPEAKER_01'}, {'word': 'round', 'start': 101.282, 'end': 101.462, 'score': 0.515, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 101.502, 'end': 101.602, 'score': 0.563, 'speaker': 'SPEAKER_01'}, {'word': 'world.', 'start': 101.642, 'end': 101.983, 'score': 0.639, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
292,102.263,103.544,"Yeah, it's really relaxing.","[{'word': 'Yeah,', 'start': 102.263, 'end': 102.463, 'score': 0.469, 'speaker': 'SPEAKER_04'}, {'word': ""it's"", 'start': 102.483, 'end': 102.583, 'score': 0.128, 'speaker': 'SPEAKER_04'}, {'word': 'really', 'start': 102.623, 'end': 102.883, 'score': 0.444, 'speaker': 'SPEAKER_04'}, {'word': 'relaxing.', 'start': 102.923, 'end': 103.544, 'score': 0.909, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
293,103.884,106.266,Come on.,"[{'word': 'Come', 'start': 103.884, 'end': 105.365, 'score': 0.773, 'speaker': 'SPEAKER_01'}, {'word': 'on.', 'start': 106.146, 'end': 106.266, 'score': 0.582}]",SPEAKER_01
294,107.367,107.707,Bordo!,"[{'word': 'Bordo!', 'start': 107.367, 'end': 107.707, 'score': 0.628, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
295,110.576,112.196," 1,596 kilometres.","[{'word': '1,596'}, {'word': 'kilometres.', 'start': 111.676, 'end': 112.196, 'score': 0.588, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
296,112.236,113.977,That's near as damn it a thousand miles.,"[{'word': ""That's"", 'start': 112.236, 'end': 112.456, 'score': 0.606, 'speaker': 'SPEAKER_01'}, {'word': 'near', 'start': 112.556, 'end': 112.736, 'score': 0.93, 'speaker': 'SPEAKER_01'}, {'word': 'as', 'start': 112.776, 'end': 112.856, 'score': 0.378, 'speaker': 'SPEAKER_01'}, {'word': 'damn', 'start': 112.876, 'end': 113.037, 'score': 0.621, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 113.077, 'end': 113.137, 'score': 0.707, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 113.197, 'end': 113.257, 'score': 0.443, 'speaker': 'SPEAKER_01'}, {'word': 'thousand', 'start': 113.277, 'end': 113.657, 'score': 0.528, 'speaker': 'SPEAKER_01'}, {'word': 'miles.', 'start': 113.697, 'end': 113.977, 'score': 0.629, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
297,114.297,117.839,I've still got half a car left and very bad hair.,"[{'word': ""I've"", 'start': 114.297, 'end': 114.457, 'score': 0.612, 'speaker': 'SPEAKER_01'}, {'word': 'still', 'start': 114.537, 'end': 114.837, 'score': 0.752, 'speaker': 'SPEAKER_01'}, {'word': 'got', 'start': 114.877, 'end': 114.997, 'score': 0.359, 'speaker': 'SPEAKER_01'}, {'word': 'half', 'start': 115.057, 'end': 115.297, 'score': 0.663, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 115.378, 'end': 115.438, 'score': 0.579, 'speaker': 'SPEAKER_01'}, {'word': 'car', 'start': 115.458, 'end': 115.738, 'score': 0.909, 'speaker': 'SPEAKER_01'}, {'word': 'left', 'start': 115.758, 'end': 115.978, 'score': 0.529, 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': 116.758, 'end': 116.918, 'score': 0.763, 'speaker': 'SPEAKER_01'}, {'word': 'very', 'start': 116.958, 'end': 117.218, 'score': 0.856, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 117.278, 'end': 117.498, 'score': 0.914, 'speaker': 'SPEAKER_01'}, {'word': 'hair.', 'start': 117.558, 'end': 117.839, 'score': 0.965, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
298,121.92,123.041,I don't believe that.,"[{'word': 'I', 'start': 121.92, 'end': 122.0, 'score': 0.677, 'speaker': 'SPEAKER_01'}, {'word': ""don't"", 'start': 122.28, 'end': 122.44, 'score': 0.489, 'speaker': 'SPEAKER_01'}, {'word': 'believe', 'start': 122.46, 'end': 122.781, 'score': 0.816, 'speaker': 'SPEAKER_01'}, {'word': 'that.', 'start': 122.821, 'end': 123.041, 'score': 0.774, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
299,126.722,128.843,"Sorry, I've got no brakes.","[{'word': 'Sorry,', 'start': 126.722, 'end': 126.982, 'score': 0.51, 'speaker': 'SPEAKER_04'}, {'word': ""I've"", 'start': 127.042, 'end': 127.222, 'score': 0.273, 'speaker': 'SPEAKER_04'}, {'word': 'got', 'start': 127.943, 'end': 128.143, 'score': 0.902, 'speaker': 'SPEAKER_04'}, {'word': 'no', 'start': 128.163, 'end': 128.303, 'score': 0.45, 'speaker': 'SPEAKER_04'}, {'word': 'brakes.', 'start': 128.383, 'end': 128.843, 'score': 0.616, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
300,131.824,132.104,Yeah.,"[{'word': 'Yeah.', 'start': 131.824, 'end': 132.104, 'score': 0.716, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
301,136.006,136.406,It's there.,"[{'word': ""It's"", 'start': 136.006, 'end': 136.086, 'score': 0.223, 'speaker': 'SPEAKER_04'}, {'word': 'there.', 'start': 136.146, 'end': 136.406, 'score': 0.474, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
302,137.747,138.347,We've done it.,"[{'word': ""We've"", 'start': 137.747, 'end': 137.967, 'score': 0.67, 'speaker': 'SPEAKER_04'}, {'word': 'done', 'start': 138.007, 'end': 138.287, 'score': 0.742, 'speaker': 'SPEAKER_04'}, {'word': 'it.', 'start': 138.307, 'end': 138.347, 'score': 0.954, 'speaker': 'SPEAKER_04'}]",SPEAKER_04
