start	end	text
2296309	2297510	Oh, no, there's a lion coming.
2297850	2298370	Ah, what shall I do?
2299071	2299291	That.
2300071	2300932	Oliver will protect me.
2302062	2305724	Because I had nothing to do, I decided to irritate Jeremy.
2305924	2307425	I want to go to that tarpaulin, then.
2308045	2308645	Tarpaulin?
2308885	2315609	Tarpaulin will defeat... Oh, no, it's well known, tarpaulin, for its almost military protective capabilities.
2315629	2319091	That's why you often see people going into war zones draped in tarpaulin.
2319231	2321112	Could you put a new door on a car?
2321572	2322092	Come and have a look.
2322112	2323053	I'll show you what I mean.
2323153	2325474	It's not sophisticated metalwork, this, but...
2334167	2338710	I would like a tarpaulin roof for a Lancia Beta Coupe, 1981.
2339751	2340151	We can.
2340291	2341893	We can make anything here.
2341953	2344154	Do you have any lion-proof tarpaulin?
2344294	2345515	So it's got to be, like, this thick.
2346336	2346696	Yeah.
2349935	2354478	One and a half metres by, say, one and a half metres.
2354598	2357499	If you think of a lion door, it'd be about that big.
2357740	2360061	Could you ignore him and make me that?
2366084	2373429	Because Mercedes were very popular in Africa, James soon found a spare door and boot lid for his car.
2377749	2381212	And while he was looking for more bits, I hatched a plan.
2382453	2384915	Look what I've got.
2384975	2385996	That's a cow's head.
2386257	2386457	Yeah.
2387458	2390540	Now, this will attract flies, which will make his life unpleasant.
2390600	2390840	Yes.
2391241	2397246	It will also attract lions, tigers... He effectively becomes a burger van, a driving van.
2398327	2401550	And to make sure the lions didn't miss... Oh, yeah, that's a whopper.
2401570	2402831	That's a whole lion there.
2406118	2407239	Oh, yeah, under the seat.
2408200	2410863	Oh, the smell will really... That'll be beautiful.
2412064	2415087	We also attached a cowbell to the underside of his car.
2415528	2418831	But while we were doing this, he was making merry with the paint.
2423376	2427360	That afternoon, we left Man and headed north to the Okavango Delta.
2430683	2433444	Right, my car now has been readied.
2433664	2435125	As you can see, I have a wooden door here.
2435145	2438486	It's a gull-wing, so I can get in and out, obviously.
2440687	2445769	God, this is like being in an allotment shed... on a very windy day.
2446549	2453492	On the left, I have all the cans that were in the car for the last few days have been arranged, and Fiesta Resistance.
2453732	2454873	Badgers, go away.
2465976	2466676	Mad Jeremy.
2466737	2470179	Police car.
2478704	2481485	Can anybody else smell burning or is it my car?
2482026	2483407	Is it like a barbecue smell?
2486809	2490431	As we neared the Okavango, the roads became rougher and rougher.
2491383	2497624	This is where the Big Ben comes into its own, really, because it's got good ground clearance, nothing... Bloody hell.
2498384	2506426	This is enough to shake the skulls from your bonnet, and nobody in the whole of human history has ever said that before.
2508107	2517408	So, just to summarise, viewers... As we went through the gates and into the game reserve, the road changed again, for the worse.
2518029	2518549	This is new.
2518749	2519869	Very soft sand.
2522952	2526515	To stop our cars bogging down, we had to drive as fast as possible.
2527776	2530198	We had ourselves another rally stage.
2535783	2540707	Amazingly, even Jeremy had his work cut out keeping up with the Opel.
2542108	2543910	Hammond's car just looks so composed.
2543990	2548213	I'm developing this irrational hatred of him and it.
2549715	2551056	This is such a good game.
2552188	2556512	Eventually, he was slowed down by a bridge over the river Kwai.
2560995	2564058	The rally stage had taken its toll on one of the cars.
2564438	2565919	Take a guess which one.
2565999	2571944	I'm in a car, which is even probably here, has got a throttle that's jammed wide open and I can't hold it on the brakes.
2572185	2572685	Hammond, move!
2572725	2575427	You're going to have to go faster than I hit you.
2575667	2575888	What?
2578107	2578687	Oh, God!
2578928	2579228	Thanks!
2579248	2581549	Well, help yourself to my brakes, why not?
2581729	2582790	I've lost a skull.
2582930	2583610	Monkeys.
2584110	2591654	I'm sorry, I can't... I just hit the throttle.
2591694	2592355	That's tick over.
2592395	2593575	Look, my leg's not on it.
2596657	2600619	Having blotched my throttle, we headed deeper into the Okavango.
2603861	2604942	Front, 12 o'clock.
2605102	2605482	One o'clock.
2607135	2611518	This is where wildlife cameramen come to make a name for themselves with David Attenborough.
2611978	2615741	But unfortunately, our film crew are best, really, with cars.
2615761	2617342	A giraffe on the right.
2618423	2618663	There.
2618683	2619463	The big thing.
2619483	2620064	Little fluffy clouds.
2623026	2625528	We have a programme called The Back End of an Animal.
2625548	2626849	Meet the boys to hire.
2627689	2629270	This week on Too Late to Look.
2629911	2632473	A moon on the left with animals with a baby on its back.
2633325	2638767	To give our crew a chance, we stopped and discovered that we weren't much good at animals either.
2640208	2640828	Wow, look!
2641188	2641428	Look!
2641969	2643069	A hippo's head.
2643089	2643829	Oh, it is!
2643849	2645430	Well, it's probably a whole hippo.
2645450	2646951	It's just the rest of him is under the water.
2648872	2651253	What does a hippo do just before it's about to attack?
2651473	2652273	Opens its mouth.
2652513	2652973	Opens its mouth.
2653033	2654094	It can open its jaw.
2654114	2655134	There's a thing it can do.
2656855	2657635	Oh, look!
2658616	2659676	Oh, look at that!
2660116	2661157	They stop for a drink.
2662199	2666060	using their noses to shovel water into their mouths.
2666241	2667821	Jeremy, that's a rubbish commentary.
2668561	2669522	James took over.
2670242	2673123	That one's lifting its paw up a bit like a dog does.
2673203	2673303	Paw.
2673563	2673783	Hoof.
2674103	2674364	Foot.
2674644	2675324	Whatever you call it.
2675564	2675904	Hoof.
2676504	2677645	Why is it on an elephant?
2677745	2678425	It's amazing.
2679125	2683387	There's a man over there with the best comb-over I have ever seen in my life.
2685708	2686048	That is...
2688874	2691335	He's got four partings as a result of that.
2691395	2691935	Let's see.
2692835	2694175	Why don't... You're bald.
2694535	2694975	Live with it.
2695435	2696556	Oops, he caught me looking.
2699356	2700697	I was looking through the... Sorry.
2700777	2703457	I was looking at the elephants, really.
2704437	2706258	Look at that sun now, boys.
2707038	2710659	Elephants, rally special stage, best comb-over I've ever seen.
2711139	2711779	Everything's here.
2725492	2730238	We camped by the river, and while James serviced his car, I hatched a plan.
2730578	2730918	Jeremy.
2732320	2732620	Jeremy.
2733441	2733762	Jeremy.
2734362	2734743	Quick, come here.
2735764	2735984	Come here.
2737005	2737746	It's the cow's head.
2737926	2739729	Yeah, well, it wasn't working in the boat.
2739909	2740469	I've had a better idea.
2740790	2740930	What?
2741210	2741431	Ten.
2742031	2742392	His ten?
2742532	2742732	Yeah.
2743032	2743693	Love your thinking.
2754831	2755531	What's that?
2755551	2757451	It was a hippo.
2758432	2758692	What?
2759692	2759992	Plugs.
2761012	2763953	That sounded very close.
2764253	2767593	Oh, my God, look at that.
2767613	2772214	Hippos spend all day in water and then they come out at night because... I can't remember why.
2773254	2773834	Well, thank you.
2773914	2774434	That's useful.
2774514	2774974	Thank you.
2776195	2778475	Oh, brilliant.
2778935	2783236	Look, do you want to go out there with the hippopotamus?
2784392	2786833	Or do you want to stay in here where the horse is sat?
2786853	2787894	That's not a question that's ever been asked.
2787914	2788654	It's not a horse, either.
2788694	2790455	It's a cow.
2791335	2791655	Hang on.
2792555	2794136	That's my bag in James's tent.
2794876	2796037	This is my tent!
2797438	2798578	Oh, man, get it out!
2801959	2806141	Our starting point at the Zimbabwe border felt like it was in another time zone.
2806581	2812484	But still, there were many miles of delta to cover, and our cars were in a really bad way.
2814778	2824647	The bush mechanic we have on the team took two cubic feet of sand out of my carburettor last night and asked if I wouldn't mind driving a bit more slowly today.
2827169	2828029	James, he's coming!
2830792	2835096	Our ordinary second-hand road cars were getting more and more out of their depth.
2835856	2837538	This is proper off-roading now.
2838976	2845360	Men in camouflage trousers in Wales, who like murdering people at weekends, would say this was tough going.
2845760	2848281	It was a whole... Oh!
2848742	2849362	What is it?
2849762	2850563	It's like iron.
2851523	2854905	I think I've bent the steering back a bit.
2856306	2856746	Wow!
2859108	2860769	Wow, there is an elephant right there.
2862410	2863090	A door there.
2865111	2866332	That would stop an elephant.
2869119	2874167	Soon our route was blocked by a river and what you're supposed to do is wade in to check the depth.
2876510	2876991	Right.
2878513	2881337	Jeremy made us drive on until he got bored.
2882118	2882739	Here, now.
2883809	2884589	No.
2885270	2889951	I agree with him, for once, actually, because that reedy stuff must mean it's shallow.
2890171	2892812	It's shallow where the reeds are, you fool.
2892832	2894633	We'll just drive over to where the reeds are, then.
2894653	2896854	Yes, but you've got to drive through the water to get there.
2897014	2897834	We can't keep going.
2897854	2899115	We've done 30 miles.
2899455	2903036	No, I'm frustrated, but you can't just drive into a river because you're bored.
2903456	2907758	I do a fair bit of off-roading, and I know enough that that's not the place to go across.
2907778	2908138	You're wrong.
2908278	2909038	I'm going through here.
2909058	2910279	Are you going to carry on?
2910899	2913301	Yeah, well, I will carry on if you're going to go through there.
2913541	2914622	Keep your radio on.
2914842	2915062	All right.
2915383	2915743	I'm going.
2917124	2918725	I'm not doing a four-by-four.
2919105	2919866	Okay, so edging.
2920086	2920707	Fan belts off.
2921307	2922468	Fan belts off is a good idea.
2922528	2924249	Cos it'll splash water into the distributors.
2924870	2928072	James went first and I said I'd watch for crocodiles.
2930174	2931975	Ooh, I say there's a ground hornbill over there.
2932296	2933316	It's getting deeper.
2933337	2935018	Ooh, hang on a minute.
2935378	2936539	Permission to say cock.
2937920	2938721	It's coming in!
2940441	2942203	Thunderbird one to the rescue.
2942223	2944645	Come on, I'm sinking by the bows.
2945205	2945626	Coming.
2950310	2951071	No!
2951531	2952612	I can't help you.
2952772	2953373	Come on.
2954073	2956616	James, I'm in a low, slow sports car.
2957056	2958097	I'm going down.
2960619	2961260	That's good.
2961780	2962341	Yes!
2962441	2964483	I've got water coming into my car.
2966982	2969304	I've got a wet bottom!
2969865	2971447	We're through!
2973209	2977514	Both our cars were flooded, but our guides weren't bothered at all.
2978215	2983842	People of Surrey, if this happens to you, you get water in the footwell and you need to drain it out, you're going to need a hole.
2983922	2986085	Well, the people of Botswana have a tip for you.
2999426	3003069	Meanwhile, using patience, I'd found a proper crossing point.
3005431	3009755	There is a technique to fording rivers, even on a proper ford like this.
3009775	3015640	You've got to keep enough speed up so you push a bow wave like that and you use whatever power you've got in the engine.
3015680	3016440	Come on.
3016460	3017161	Come on, come on.
3017581	3019103	Oh, my... No!
3021645	3022205	Oh, God!
3024963	3026023	He's stalled!
3026363	3027383	He's going down!
3027403	3029144	I can't open the door!
3029704	3043546	Oh, God!
3043927	3044387	Please!
3045067	3045627	Come out!
3046127	3046567	Come on!
3046807	3047227	Float!
3047687	3048167	Float!
3048807	3049288	Float!
3050568	3050868	Oliver!
3054246	3055366	Hammond, how's it going?
3056567	3058408	Well, I got a bit of water in him.
3058948	3061889	We did as well, but it doesn't matter because we used some rifles.
3061929	3063850	We shot the cars and the water's all drained out.
3063870	3064370	It's brilliant.
3065691	3065911	Good.
3068032	3069032	I might need the rifle.
3071693	3075835	As a local tourist truck pulled me out, the laughing hyenas arrived.
3080919	3083200	May gave his diagnosis.
3083601	3089544	Starting from the top, the battery's probably pretty knackered, and then the carburettor will be flooded, in a literal sense.
3089664	3092686	And then working down the distributor cap, that'll be full of water.
3093246	3097709	The engine itself, I mean, if a bit of water went into the cylinders, you might have compressed it and broken something.
3097729	3098549	The oil will be ruined.
3098569	3099290	I know all this.
3099450	3100330	I can fix him.
3100650	3102111	You are going to try and mend this?
3102371	3103652	If you'd leave me to it, yeah.
3104212	3104893	So we did.
3117406	3119108	Oh, that's harsh.
3119688	3120989	That is quite harsh, but go on.
3128156	3129497	Oh, I like this one.
3129857	3132579	It's sad, so sad.
3133640	3136263	It's a sad, sad situation.
3139790	3143072	Unfortunately, you can only give a man so much sympathy.
3143393	3145994	So James and I went ahead to make camp.
3150377	3155961	Hammond knew that in the morning, if his beloved Oliver wasn't fixed, he'd have to leave him behind.
3156662	3163667	So he got our bush mechanic to bring the generator down... ..and worked on through the night.
3175851	3178732	Morning came and still no Hammond.
3178832	3179973	What happened today?
3181813	3183374	I mean, I'm feeling quite like an explorer.
3183434	3187495	Is that Hammond?
3188536	3189976	Is it a beetle more to the point?
3194418	3195178	No way.
3205077	3205658	No way.
3206218	3206699	Oh, yeah.
3207259	3208100	Yeah, he's back.
3213104	3213825	And here's the best thing.
3213905	3215427	Do you remember the horn, which was rubbish?
3216147	3219090	No, it's excellent.
3221712	3223054	Is that technically possible?
3223274	3223794	Probably not.
3225356	3227518	For 47 years, I've never been speechless.
3230953	3235510	With all the cars defying all the odds, we began our final push to the border.
3238530	3241613	My car is working perfectly, as usual.
3242334	3243214	I've got no brakes.
3243415	3247698	The pedal goes straight to the floor and I have to declutch to stop, so I just tread on my own foot.
3247939	3249000	So I'm using the handbrake.
3249500	3249760	Ha!
3249880	3251322	The Lancia could beat that.
3251742	3256867	Every time I brake, it spears off to the right and I'm unable to steer left to correct that.
3257247	3261151	This has now gone from being a nuisance to being downright dangerous.
3262930	3267852	We soon reached the end of the Okavango, so we pulled over to remove the animal protection.
3268252	3269733	And then, guess what?
3269753	3273114	The Lancia simply would not get going again.
3273134	3281397	It now won't start, because the starter's only chosen this moment to pack up, but when it was running, it wouldn't move off in any of the gears.
3281417	3283838	It was just that last 60k.
3284139	3286179	It had that feel of a car that was dying.
3286199	3289541	Richard actually sympathised, because he'd been there.
3290241	3292442	As for James... A vehicle.
3295908	3297810	I'm not going to do it, but I'll push it.
3300492	3303975	Is this a good time to acknowledge that mine is the only one that has worked consistently?
3303995	3304336	No.
3307599	3308099	This is worrying.
3308139	3309360	I need to be home by Saturday.
3309380	3311522	I've been invited to a beetle drive.
3312863	3319990	The entire crew was working on the stricken beater until we were rewarded with the most glorious sound in the world.
3321571	3321831	Life.
3326553	3328255	I got a whole hundred yards.
3330157	3331698	I'm not stuck.
3332019	3334982	The idle speed's not good.
3335642	3336603	Bye, everybody.
3336663	3337504	I can't stop.
3337564	3338505	Please.
3339546	3340187	Please.
3341549	3345533	Soon, we hit the tarmac and we started to taste the hope.
3351502	3352562	Just 20 miles.
3352602	3353343	You can do that.
3353383	3354683	You've crossed Botswana.
3354723	3357164	No, I'm stuck in second, but second will do.
3357184	3364786	Obviously, I might have to keep going to the other side of the whole continent, but, you know... Come on, ten miles, please!
3366826	3370628	Then something really surprising happened.
3370668	3371588	Oh, no, not now.
3375393	3379756	Because the Lancia had been such a problem child, everyone was fed up with it.
3380137	3382819	Only two of the crew stayed behind to help.
3383439	3384420	The carburettor's gone.
3385921	3388483	Even if we can get that fixed, the starter motor is gone.
3388523	3393086	We've put it into gear, it goes into third and then that just stalls the engine and then you're back to square one again.
3394807	3397309	The Bordo was just five miles away.
3397429	3397930	There you go.
3397950	3400351	This is an object lesson for the owners of old cars everywhere.
3400391	3401993	You can drive them round the world.
3402253	3403514	Yeah, it's really relaxing.
3405940	3410182	Come on.
3410422	3411042	Order!
3411062	3412202	1,596 kilometres.
3412242	3413963	That's nearest I'm at 1,000 miles.
3414303	3417844	I've still got half a car left and very bad hair.
3422126	3423046	I don't believe that.
3426747	3428868	Sorry, I've got no brakes.
3429228	3429668	Yeah.
3435993	3436413	It's there.
3437733	3438354	We've done it!
3441254	3443035	All we had to do now was wait.
3443335	3445695	Wait to see which car Jeremy arrived in.
3448576	3449076	Is that an engine?
3449256	3449877	That's a car.
3452797	3455698	A mistakeable clatter of an air-cooled engine.
3456238	3457078	It's going to be the Beetle.
3458599	3459239	And it was.
3464497	3465758	But I wasn't driving it.
3466098	3470220	Yeah, I'm almost pleased.
3470260	3470940	Yes!
3473361	3474241	Oh, that's excellent.
3476202	3476562	Watch it!
3476602	3477503	Brakes don't work!
3478183	3479404	Sorry, there's no brakes.
3479684	3480584	Congratulations.
3480604	3481805	That's astonishing.
3485225	3488847	I think, realistically, we have to say the Lancia's won it.
3489267	3489948	Why?
3490548	3492009	By what possible measure?
3492029	3493570	No, you... It's the most surprising.
3493810	3494530	It's the worst.
3494910	3498152	No, well, you don't buy a second-hand car to be surprised that it still works.
3498192	3500033	It had to be rebuilt once a day.
3500053	3501614	Yeah, but you're right, it's rubbish.
3502549	3503810	Mercedes is the best car.
3504610	3504830	What?
3505351	3505951	What have I had to do?
3505991	3508212	I've had to change... Take the entire body off.
3508393	3509853	It's a showroom model, James.
3510254	3514436	All right, I admit that it's not entirely original, but in mechanical terms, it was perfect.
3514456	3515337	You cannot break it.
3515976	3521318	I think, honestly, we have to be magnanimous here, because only one of the cars has actually made it unmodified.
3522239	3525600	So, that brings us on to a Top Gear top tip.
3525800	3532624	If, people of Surrey, you want to replace your BMW X5 with something that's brilliant off-road... Simple.
3532884	3535885	Simple, inexpensive... Easy to maintain, surprisingly comfortable.
3536085	3536625	Absolutely.
3537506	3540027	Then you've got to get yourself a Volkswagen Beetle.
3541687	3541927	What?
3542127	3542588	It's true.
3542608	3543468	No, he's right.
3543588	3544008	It's true.
3544028	3544468	He's right.
3545329	3547850	You've replaced all the electrics in that car.
3554833	3563498	Tomorrow night at 8.50, it's more from the Top Gear lads with a Bolivia special as Jeremy, James and Richard are driving all the way to the coast of Chile from the heart of the jungle.
3563818	3566059	Let's hope they bring enough glove compartment snacks.
3566399	3568340	And up next, it's Sherlock on three.
