start	end	text
2489627	2490188	With writing.
2490208	2490668	What's that?
2491028	2491469	RSR.
2491829	2494391	That means it was when this was Rhodesia.
2494711	2497974	That's... Oh, is that what it said?
2497994	2499615	That's been off the road a long time.
2499735	2500616	That's been there a while.
2500956	2501476	Excuse me.
2501717	2502877	Are you trying to make this go?
2503820	2504100	Yes.
2504460	2504961	Nearly there.
2506702	2507262	Good luck.
2508202	2510023	Yeah, yeah, nearly there.
2510464	2511304	You may think it's a joke.
2511884	2519469	Best-selling car in Zimbabwe in the sort of 60s was... Where do they whisk French?
2520706	2522468	Renault 4.
2522528	2524429	Renault 4.
2524789	2527492	Do you know what the fifth best-selling car was?
2527512	2528692	The Lancia Monte Carlo?
2529013	2529333	Close.
2529713	2530794	I bet it was an Alfa Romeo.
2530854	2532015	Alfa Romeo Giulia.
2533296	2535057	They made them in South Africa.
2535138	2543844	A friend of mine's dad ran the Ford factory in Harare, and they used to smuggle parts of Alfa's out of South Africa.
2544665	2547628	and then build Alfas in the Ford factory and sell them.
2547808	2548448	As Alfas?
2548668	2549549	Yeah, as Alfas.
2549769	2555114	But they also used to build them in the... But there were Alfa Romeos running around here that Alfa Romeo didn't know they'd built.
2555134	2556195	The VIN numbers will be wrong.
2556595	2557816	The VIN numbers?
2557836	2570026	Stop just saying... Annoyingly, the scrapyard didn't have any bumper mounts for a Lancia Monte Carlo or exhaust brackets for a 1974 Capri GXL.
2575137	2580785	So, Hammond decided to bodge another repair while I took the roof off my Monte Carlo.
2580805	2584591	The aircon is just useless and I'm being pushed.
2584771	2587294	Honestly, it's like being in the black hole of Calcutta in there.
2587595	2588176	Can't say that.
2591619	2592080	Why not?
2592480	2593241	I just don't think you can.
2593281	2596945	All right, if you object to me saying the black hole of Calcutta... I don't object.
2597005	2598026	I'm just saying... No, I'm not you.
2598086	2599607	I'm talking to the ladies and gentlemen at home.
2599627	2603431	If anybody wants to write in and say they object to that, you go right ahead.
2603672	2604112	I'm gone.
2604152	2604553	I'm done.
2605173	2606455	Can you just pull the lever again?
2606475	2607716	Dial... It's 0800 off sod.
2610598	2611178	Off sod.
2611719	2615380	And then you'll get a recorded message saying, we do not value your call.
2615400	2616980	Yes, your call is not important to us.
2617040	2621382	Your call... Just pull the lever again, cos there's another little latch bit here.
2621742	2621982	Here?
2622282	2622522	Yeah.
2622922	2623102	Look!
2623402	2624082	Yes, there you go.
2624102	2625523	The whole thing is disintegrated.
2626203	2628284	How did you make... And then what happens?
2629564	2636086	Well, I think... Why does that bit... That doesn't... Yeah, but how does that...?
2639755	2641176	Well, why does that bit unlatch then?
2641617	2642978	Do these now just... Oh, wait.
2643959	2646041	If that goes... You think this goes under?
2646502	2646922	Might do.
2648283	2648784	Like that?
2649124	2649325	Yes.
2649385	2650446	Well, stop it... Oh, I see.
2650806	2651046	Oh.
2651867	2651947	Ah.
2652227	2652688	Yeah.
2652728	2652908	No.
2653008	2653188	No.
2653609	2654209	But nearly.
2654750	2655451	But possibly.
2655471	2659615	There you go.
2659715	2660135	You think that's...
2663965	2669347	And in just 24 minutes, we've converted the Lancia Monte Carlo into a convertible.
2669387	2670647	James, thank you for your help.
2672428	2674808	We then had a gossip about our colleague.
2676189	2681911	Captain Exhaust Pipe is going to attempt, apparently, to put straight-through exhausts... Oh, really?
2681951	2685732	...out of the side of the car, so we'll have basically, like, stacks like a Kenworth truck.
2686612	2688013	Well, I've got a suggestion.
2688353	2689093	We leave him behind.
2689113	2689773	Yes, exactly.
2689793	2692194	I also don't like people with tattoos.
2694855	2695716	They're fully grown men.
2695776	2697137	They've drawn themselves.
2697637	2701519	It's the name of his programme he does on The Smallest Cock.
2701559	2704201	He's had his television... What happens when that gets canned?
2704801	2707323	I mean, what if I'd had Top Gear tattooed on my arm?
2707343	2707663	Yes, exactly.
2708083	2713386	You'll have to cross it out and write, I'm appearing as Buttons at Swindon Wyvern, which he will be one day.
2716248	2716888	I'm Buttons.
2716908	2718089	Maybe just Buttons, yeah.
2718950	2719970	Let's put it there, really.
2724384	2728125	After this, the ghosts of Christmas future set off.
2728145	2729385	See you, Hammond.
2729586	2729946	Yeah.
2730806	2731266	Bye.
2732466	2733307	Happy travels.
2742029	2750732	While Hammond banged and clanged away, James and I headed towards the capital city of Harare.
2750952	2752092	Manicalo.
2760864	2762388	And now we were on tarmac.
2763290	2765153	We made good time getting there.
2781803	2784104	I'm gonna miss driving through cities like this.
2785064	2786704	God, they're colourful and fun.
2787924	2789185	Check out the policeman, James.
2789265	2790705	Check out that policeman.
2791225	2797547	He's magnificent!
2798607	2801148	Is he having any effect at all on the traffic?
2801948	2805489	No, but he cheers everybody up immensely.
2808124	2811646	As we headed for the city centre, we came across a market.
2812526	2813226	A big one.
2815968	2817568	Jesus, this is enormous!
2817789	2821490	Okay... And soon, I had an idea.
2836912	2845455	Right, as this is the last time we ever work together, shall we see if we can help Richard Hammond and see if we can actually buy him an exhaust pipe for his car?
2846375	2847315	Yeah, OK, why not?
2848196	2852797	To speed up the shopping, I fired up another modification.
2852817	2854918	My on-board public address system.
2857299	2860720	Does anybody have an exhaust system for a Ford Capri?
2862518	2864959	Mark 1 3-litre GXL.
2865699	2867280	On the left, exhaust systems.
2868240	2868680	Oh, yes.
2869380	2872481	Do you think any of them will fit a Mark 1 V6 GXL?
2873362	2875883	I expect they'll fit as well as the ones that are currently on there.
2879344	2886986	And on that point, many miles back... Like a glove.
2891946	2892788	Sidewinder.
2893550	2894011	Yeah.
2899002	2900084	That sounds even better.
2920578	2923659	We were now on foot as we searched for an exhaust.
2925120	2926200	Shock absorber shop, look.
2927281	2928261	Shocks and springs.
2929942	2930542	Tail lights.
2930582	2933904	Huh?
2933944	2939266	Oh, shit, it's covered in paper.
2939346	2939686	Oh, wow.
2944946	2946648	We are literally front-page news.
2947608	2948709	Top Gear legends.
2949790	2950271	There, look.
2950691	2951452	Here we are again.
2953494	2954254	You see, they've got it here.
2954294	2958018	Superstars who made their name at Top Gear and then blew it.
2959098	2962381	The most recognisable figures in the world when it comes to motoring on television.
2963182	2964263	That's a narrow band.
2964523	2965104	Yeah, there's a bit.
2968752	2970033	Look, this is getting more promising.
2970973	2976956	I think it's fair to say that if our colleague had known we were exhaust shopping, he'd have been very grateful.
2976976	2986100	Okay, I'll be honest.
2986160	2986981	Had enough now.
2996377	3001522	Darkness had fallen by the time I arrived at our peaceful boutique hotel.
3013694	3014174	Chaps!
3015255	3016817	Have you had a rotten day?
3016837	3018519	I've got your beer.
3018599	3020701	But I think more important than that...
3023536	3025157	And yes, it is a correct set.
3025397	3025637	Look.
3025757	3026858	For the GXL.
3027278	3029139	It is for the GXL, not the GT.
3029439	3030960	If this is a cruel joke... No.
3031460	3031921	Really?
3032241	3032441	Yeah.
3033081	3033802	Oh, my God!
3034962	3035883	Look what that means!
3036463	3037103	Feel that.
3037183	3037624	Quiet!
3038084	3039565	It means you're getting no sleep tonight.
3040025	3040885	Oh, I don't care!
3040905	3042706	Hammond, it doesn't stop there.
3043026	3043307	What?
3043327	3044327	It doesn't stop there.
3044347	3046728	This is embarrassing now, but I'm very grateful.
3048149	3048790	Oh, my Lord!
3050346	3051128	Oh, my Lord!
3051148	3052672	That's a rear spoiler.
3053133	3054477	Not just any rear spoiler.
3054497	3057666	No, but a Richard Grant... Do you remember Richard Grant spoilers?
3057947	3058408	The actor.
3059305	3060745	Well, that's the thing.
3060765	3064426	The Richard Grant spoilers were on XR2s all through the 70s and 80s.
3065086	3067587	Turns out Richard E. Grant did Withnail and I. He did?
3067687	3068067	He did.
3068707	3070668	He then started the car accessory business.
3071068	3080790	But because he didn't want to damage his acting career, he dropped the E. Chaps, this is genuinely all spectacular news and I'm very, very... So you can fit that tonight.
3081030	3081730	I feel terrible.
3082410	3084652	I haven't got you any... Of course you haven't got me anything.
3084672	3085933	I haven't got you any gifts.
3085953	3091578	When have you two ever bought me... You bought me a shit oil painting in Vietnam.
3091598	3092619	It was lovely.
3093420	3093720	Shit.
3094201	3095582	And you've never bought me anything.
3095722	3097043	Have I never bought you anything?
3097063	3098424	Have I never bought you a gift?
3098464	3098684	No.
3099025	3102428	I bought you a galleon in Vietnam to put on the back of your motorcycle.
3103549	3108033	That night, we polished our cars, did all the necessary repairs,
3112105	3116087	and then met up for the sort of breakfast Mr Wilman never provided.
3116107	3119329	Is that my coffee?
3120410	3120610	Yes.
3120670	3121490	You ordered me a coffee?
3121550	3121690	Yes.
3122331	3123351	It's nearly a present.
3124912	3125092	Hey.
3126453	3126613	What?
3127534	3128674	Went to the bar last night.
3129014	3129335	Yeah.
3129455	3130415	Got talking to a man.
3131476	3132336	I bought this from him.
3135198	3135798	What is it?
3136479	3136859	Silver.
3138467	3139388	Actual silver.
3139769	3140009	Is it?
3140029	3142833	Nuggets of it, yes.
3142853	3143795	60 cents a gram.
3144315	3146799	Because it turns out... You know, we've been driving along.
3146919	3149763	On the surface, there's all the fruit and crops and so on.
3150204	3151245	Breadbasket of Africa.
3152527	3153008	Dig down.
3154369	3160430	Gold, silver, manganese, lithium, diamonds, coal, iron ore.
3160870	3168192	So you're ploughing a field to get your pineapples in, or your tea, or your bananas, or whatever it might be, and there's just diamonds and lithium.
3168292	3168492	Jewels.
3168612	3171373	Yeah, jewels and lithium and cobalt pouring out.
3171933	3176634	And I was thinking, you know people when they go on, well, we go on these trips, we always go home with a stupid souvenir.
3176894	3181158	Well, instead of buying some crappy nonsense, why don't we get some silver?
3182098	3183039	60 cents.
3183059	3184140	60 cents a gram.
3185501	3188984	We then rushed immediately into town and went shopping.
3190125	3191566	And we didn't hold back.
3194609	3198151	So, this is 45 kilograms of silver.
3198292	3199312	Best souvenir ever.
3199352	3199633	I know.
3200073	3202595	We could have gone back with an awful painting of a sunset.
3203256	3205698	This is going to affect my weight distribution, I'm going to be honest.
3206954	3208855	What is this going to add to the downforce for my wing?
3209255	3211376	I'm just trying to work out how much that cost.
3212336	3214437	Not a lot, according to what you... It was 60 cents a gram.
3214757	3215018	Yes.
3215658	3218939	But we got a discount for quantity, and then the change you gave me was this.
3219660	3226983	So I paid in US... What is that?
3227003	3227503	50... 50 million?
3227683	3228744	Mm.
3228764	3229044	$50 million.
3229604	3233005	I know when they had really big hyperinflation, it was a million percent, wasn't it?
3233025	3233746	Something like that, yeah.
3234602	3241588	And at one point, I think with a $50 million note, it was cheaper to wipe the bottom with this than it was to use one single sheet of laboratory paper.
3241649	3242770	It was absolutely cheaper.
3243150	3248635	And that's why if people ordered a coffee, they'd pay for it when they got it rather than after they'd drunk it, because it would have gone up.
3249055	3251938	Anyway... Enough financial matters.
3251958	3258004	So we've got 45 kilograms of silver and $50 million.
3258344	3259205	We are in a good place.
3261325	3272330	Having fired up our fully repaired silver machines, we headed out of town, fairly convinced that no city on earth gives better avenue.
3273690	3276051	Those purple trees are breathtaking.
3277532	3279072	Are these really jacaranda trees?
3279312	3279773	Yeah, they are.
3279933	3280433	Look at that.
3280493	3281413	They're beautiful.
3286495	3287276	Oh, look at this.
3293410	3296451	That's the most beautiful avenue of trees I think I've ever seen.
3303055	3315520	With Jeremy on map reading duties, we headed due west on a rather brilliant ribbon of tarmac.
3315580	3320783	Road is good, scenery is good, things are good.
3337205	3340608	For hours, the journey was completely trouble-free.
3341929	3345932	And it continued to be trouble-free till I stopped to check the map.
3348474	3351117	Then it wasn't trouble-free anymore.
3352257	3352538	Shit.
3353158	3354179	What for have you stopped?
3354880	3355500	Good news.
3355961	3356321	Go on.
3356621	3357182	Good news.
3357282	3358002	Very good news.
3359443	3361065	I know exactly which road we're on.
3364192	3365212	There is some bad news.
3365933	3366193	Yes?
3366573	3367393	It's the wrong road.
3368133	3368573	What's happened?
3368873	3369634	We're on the wrong road.
3370674	3371834	Who said they knew where they were going?
3371974	3374415	I... Was it... I... It wasn't you.
3374435	3375996	No, it was, like, another voice.
3376056	3376656	It wasn't me.
3376676	3380177	Get bogged down and, ooh, turned left and, ooh, turned... It was you.
3380197	3380977	It was me.
3381577	3383558	So, we're on the wrong... You've got us on the wrong road.
3383578	3385239	We're on the wrong... We should be heading west.
3385439	3385799	We're not.
3385899	3386819	We're heading north.
3387879	3388180	Show me.
3388220	3388920	We face a choice.
3389000	3392581	We can either go all the way back to Harare... No.
3394321	3396744	and take that turn, which you should have done.
3397464	3400667	Or, if we keep heading north... On the wrong road?
3400687	3400848	Yeah.
3401228	3405793	If we keep heading north, we will eventually get to the Zambezi, which is the border with Zambia.
3405993	3406653	Big river.
3406814	3407274	Can't miss it.
3408475	3411298	Hang a left, we know we're going west.
3412379	3415682	Well, that is broadly true, because the river goes like that and the road goes like that.
3416303	3416984	So, there we are.
3422492	3430774	Having processed the fact that instead of doing this... we'd been doing this... we soldiered on.
3433674	3436475	I think we'll make it to the Zambezi by nightfall.
3437455	3439375	We could camp by the Zambezi.
3440456	3441676	How cool would that be?
3443556	3446257	But then... the tarmac ran out.
3454889	3455949	Don't let this be washboard.
3456149	3457150	Oh, God!
3458210	3458811	It is!
3462652	3465233	Chaps, there's about 40 miles to the river now.
3465253	3465613	40 miles.
3465633	3466013	14 miles.
3466814	3467534	No, no, James.
3467554	3468014	40 miles.
3468774	3471556	Four zero miles.
3471636	3471556	40?
3473616	3473856	Yes.
3474337	3476838	I'm afraid that's about the sum of it, yes.
3484616	3485677	I've really battled it.
3486998	3487838	Oh, wait, I'm stopping.
3487878	3488079	What?
3489920	3491701	Chaps, I'm breaking down.
3493603	3494123	It's OK.
3494163	3494824	Mine's fine.
3496245	3496545	Oh, no.
3497185	3497966	I smell fuel.
3500188	3506833	First job is put something white on, because the tsetse flies are attracted to blue and black.
3510154	3510855	Oh, shit!
3511636	3513137	All my petrol is falling out.
3514018	3515119	Oh, no, that's bad.
3516200	3518002	This is the fuel pipe.
3518302	3520304	This is the fuel.
3523968	3525369	That's your... Thank you.
3525630	3528833	What I could do... Is petrol coming out of your hot car?
3529493	3530294	Is this a good idea?
3530314	3530835	Thank you.
3531363	3534187	Well, would one of you fancy standing here with their finger on the end of this?
3534227	3534848	No, not really.
3535308	3537551	Just try to explain so I can understand.
3538252	3541877	It's come off... The line from the petrol tank up to the engine goes to there.
3541997	3545161	So there must be a pipe from... Well, have you just snapped?
3545701	3546683	No, it's come undone.
3546923	3547604	Why are you helping him?
3548104	3551126	I want Hammond to survive, otherwise we can't see him as Button.
3551206	3552047	Oh, please!
3553228	3554669	Stop it with the Buttons!
3555090	3555850	Oh, no, we won't.
3556611	3561315	How many years do you think it is before he is appearing as Button?
3561335	3562135	Please!
3562175	3562315	What?
3562556	3566419	No, I think his pride... He's got enough pride to make him last two years.
3566759	3568340	So this one goes out in 2024, this probe.
3568400	3569001	So I think it'll be 2025.
3569321	3569802	Possibly Guildford.
3572944	3574725	God, I'm soaked in petrol!
3575145	3576626	Guildford's quite a big theatre, though.
3576666	3579307	I know, Guildford is quite... I think there's Swindon Wyverns where he's gonna be.
3579327	3579988	There's like 200 people.
3580288	3580908	They're the cast.
3580948	3582129	Here it is.
3582149	3586411	Ainsley Harriot, Laurence Lombo, Julian Clarey, Richard Hammond.
3586431	3588672	That is a star-studded line-up, that is.
3588692	3592714	Laurie Hunniford and, and it was at the bottom, and Richard Hammond as Buttons!
3594583	3600508	Following his illustrious career, travelling the globe... Why don't you say TV's Richard Hammond?
3600788	3604091	Because he's done enough programmes for him to be TV's Richard Hammond.
3604872	3606353	Hammond, we're going to come and see you.
3606693	3607274	I'm going to say.
3608014	3610757	On your first night, there will be two elderly gentlemen in the front row.
3610777	3611017	First night?
3611297	3611818	Every night.
3612919	3616201	I mean, I hate panto, but I'm going to that one.
3616522	3619344	Think of the premier in reward points you're going to get.
3619364	3619584	Oh, God!
3619664	3622527	If you're doing the Sunday matinee, you can have the carvery special.
3624946	3632872	Predicting that this wouldn't be the last time we'd be standing around a broken capri, I went to put on my anti-tetzefly shirt.
3633833	3636716	And then I spotted something in the undergrowth.
3638237	3638597	Oh, hello.
3638617	3640759	Ooh!
3641700	3643261	I've got a bonnet ornament, guys.
3644422	3645643	Remember on the old lines here?
3645663	3646784	Oh, wow!
3646884	3648705	Look at that.
3649366	3650066	That's brilliant.
3650387	3650607	I know.
3653971	3656592	Eventually, Buttons was back on the road.
3658193	3659373	Just checking my fuel gauge.
3660253	3661234	I lost a fair bit.
3662534	3673718	And then, with 30 miles to go, the washboard became so vicious... it even started to play havoc with the normally bulletproof stag.
3674519	3677640	What if Windstream Wipers randomly come on?
3679420	3680741	Stop it, Windstream Wipers.
3687606	3690468	Stop wiping the windscreen, you stupid rubber bastards!
3693730	3701694	It was as if the washboard, our nemesis for the last 20 years, knew it was his last chance to break us.
3721471	3723012	I have no throttle control.
3725874	3728055	Yeah, foot's not on the accelerator now.
3728656	3729837	And we're just driving along.
3730077	3735281	Put it under the accelerator to lift it off.
3735341	3739124	This has properly, properly started to break my Lancia.
3739784	3740224	And me.
3741185	3741806	Oh, God!
3746317	3757466	However, despite their great age, our cars held together until eventually... we reached the banks of the Zambezi.
3758747	3759448	Oh, my God.
3760249	3764032	Where Mother Nature had laid on quite a reception.
3767398	3767538	StSq2 2.60
3797383	3798263	It's not a bad spot.
3803865	3806185	After dinner, we had a lovely pudding.
3806505	3807065	Cheesecake.
3808406	3812227	And this being Zimbabwe... Now, would you like some gold on it?
3812247	3813567	Yes, please.
3813607	3814587	Yeah, I would, actually.
3814927	3816408	I got it when we were in Harare.
3816868	3821529	The great thing about it as well is you do a golden turd the next day and it becomes valuable.
3824266	3825547	Which is just extravagant.
3825567	3826088	Thanks, Hammond.
3826948	3827209	May?
3827349	3828249	Yes, please.
3828410	3830812	Because if you think about it, they grow everything here.
3831212	3833494	And then you dig a hole in the ground for your pudding.
3834215	3834555	Gold.
3835416	3836436	Hey, that gives me an idea.
3837878	3843342	Why don't we melt our silver and then we can make gift items to take home with us?
3844103	3845284	Out of our souvenir silver?
3845304	3846945	Do you have to make a mould?
3848307	3850669	Are you proposing that we do craft?
3851818	3853179	Well, what else can we do?
3853199	3855961	It's twenty past six.
3856762	3857842	Drinking's going well.
3857963	3862005	Yes, drinking's good, but eventually you'll be wrestling a baboon.
3862065	3863486	You always do that sort of thing.
3865648	3872513	In a state of deep joy, James quickly built all that we needed to start smelting our silver.
3884167	3888149	And two small drinks later, things were looking good.
3889530	3890490	There you go, chaps.
3891231	3891751	Look at that.
3892552	3893392	Holy cow!
3894553	3895693	So now we can make anything.
3896073	3898074	Literally anything that we can cast.
3898795	3906379	Yeah, so you make a hole in something, pour that in, let it solidify... And then you've got a thing in silver.
3906879	3907219	Right.
3907299	3907680	Come on, then.
3908920	3910281	Gentlemen, let's get to work.
3911121	3911842	I'll mend my throttle.
3913158	3914620	then I'll make something silvery.
3914940	3922889	Actually, no, I'll make the mould, put the silver in it, let it solidify, and while it's solidifying, I'll mend my throttle linkage.
3923049	3925452	Welcome to a world of ordered thinking.
3937867	3943092	The next morning, the banks of the Zambezi were carpeted with many different animals.
3944393	3945434	And Roger Moore.
3948197	3949218	Have you had that made?
3949698	3949939	Yep.
3951160	3952321	Whose measurements did you send?
3952421	3953222	Jon Bon Jovi's.
3953382	3955004	I was a little ambitious.
3955484	3958347	You know what it is, when the doctor says, how many units of alcohol do you drink?
3958407	3960189	And when somebody says, what are your measurements?
3960785	3963066	Definitely 30-inch waist, 40-inch chest.
3963186	3963566	I lied.
3963686	3965987	Have you noticed what he's done here?
3966587	3968688	Very flamboyant buttons.
3968708	3969388	Buttons, yes.
3970488	3972349	It's like he's easing himself into the role.
3972669	3973349	Oh, no!
3973409	3976511	Can we just move on from his sartorial faux pas?
3976931	3977071	Oh!
3977531	3978931	Isn't it magnificent?
3979031	3980592	Is that what you made out of your silver?
3980612	3982113	That's starkly, isn't it?
3982133	3982933	Why is nobody... Well...
3983573	3984934	I wonder why nobody's done that before.
3984974	3990176	Your steering wheel, actually, your solid silver steering wheel, that's another 900,000 pounds.
3990336	3992657	I mean, it does look pretty cool, doesn't it?
3992677	3993317	Don't give a bling.
3993777	3994858	Bonnet ornament.
3995638	3996158	Is it the bonnet?
3996178	3997139	But it's not on the bonnet, though.
3997199	3999600	It isn't, but you see... Ah, but it is the bonnet.
3999640	4000900	Wait a minute, this is at the back.
4000960	4002661	Does it become an engine cover, not a bonnet?
4002781	4003442	It's an engine cover.
4003462	4004862	Yeah, but you can't say engine cover ornament.
4004922	4005402	No, you can't.
4005422	4006263	It's a fine ornament.
4006323	4006983	I love it.
4007023	4007983	It looks brilliant.
4008003	4008464	Look at that.
4008484	4009024	It's on the wrong end.
4009344	4013825	That is an Impala on a Monte Carlo, so I'm basically a Chevrolet advertiser.
4013845	4015846	Isn't it remarkable what makes sense in our world?
4017046	4017587	What?
4017607	4018167	That doesn't.
4018627	4019027	Oh, yeah.
4019047	4019587	I just saw it.
4019787	4020467	Yeah, yeah.
4020487	4020968	Check it out.
4021088	4021388	Come on.
4021768	4023628	Stuart Little Spoiler, ladies and gentlemen.
4023648	4024208	Oh, the width.
4024549	4026389	Yeah, that's all the silver I had.
4026989	4029330	It's quite... It is Stuart Little Spoiler.
4030050	4030670	It's pretty.
4031631	4031951	Anyway...
4033137	4036879	We now have silver adornments to our cars.
4037279	4038300	Can I make a suggestion?
4039921	4041261	Keep the river on your right.
4041281	4042542	It's not navigationally challenging.
4042562	4043703	Navigation is not a problem today.
4043763	4045904	And we know we are heading west.
4046684	4050226	And we know if we keep heading west, we'll get to the other side of Zimbabwe.
4050386	4052047	And we know we're going to look good doing it.
4085709	4087230	Big skin on the Zambese!
4091914	4095377	That might be my last ever televised skin.
4096758	4098220	It's strange when you think about it, because...
4099457	4103318	Everybody does everything in their life for the last time at some point.
4103678	4109539	The last time you dive off a boat, the last time you kick a football, the last time you do sex.
4110239	4115340	But you don't know when you're doing it that you're doing it for the last time.
4119681	4121241	So I shall remember that skit.
4122881	4126182	After a spirited morning drive,
4129099	4130660	We got back on tarmac.
4133523	4136165	Which had yellow lines and everything.
4138687	4140668	This is like the Stelvio Pass.
4141689	4142350	What a road!
4146744	4149706	And the little Monte Carlo was lapping it up.
4150948	4151788	I've said it before.
4152229	4160075	If you absolutely must do African exploration, you absolutely must have a Lancia.
4161856	4163438	It's chucked out of gear.
4164739	4165219	Oh, God.
4165459	4165980	Back in again.
4178199	4180041	Love that sound.
4181282	4185625	And all you lot growing up today with your electric cars, you're never going to hear it.
4187727	4197514	There are lots of reasons why we're jacking this show in, but for me, one of the main ones is I'm simply not interested in electric cars.
4198195	4200456	They are just white goods.
4200496	4201517	They're washing machines.
4201577	4203619	They're microwave ovens.
4203819	4204860	You can't review those.
4204900	4205981	You can't enjoy them.
4206880	4208521	They are just shit.
4210723	4213725	Chaps, I've done something for the first time in my life.
4214745	4216086	Masturbated on television?
4216827	4217467	No, it's worse.
4217527	4220249	I've put on a pair of stringback driving gloves.
4221290	4222090	Why have you done that?
4222831	4228035	My silver bling steering wheel is great, but now the sun's on it, it gets a bit hot.
4232725	4239566	We carried on driving along the lovely road until the lovely road suddenly stopped.
4242107	4253909	Um... Oh.
4258149	4261110	You total plumsack.
4261715	4262275	It's a lake.
4264216	4264856	Is it?
4265556	4266477	I saw it on the map.
4267797	4270178	I just assumed there'd be a road round it and there isn't.
4270198	4275060	Erm... Why isn't there a road round it?
4277122	4277743	So, wait a minute.
4277783	4279144	You went wrong in Harare.
4279164	4280025	Let's establish that.
4280045	4281166	You chose the wrong road.
4281186	4281926	There were only two.
4281986	4283307	You chose the wrong one.
4283528	4287051	You then doggedly made us... Beautiful.
4287091	4288872	The Nürburgring, that last bit.
4289072	4292155	A nice bit at the end, but it turned out to be the end.
4299381	4302544	We can't turn right, because literally just there, it's Zambia.
4303345	4303525	Yes.
4304804	4306145	You can't go left.
4306305	4307145	There isn't a road.
4309166	4312548	So... we'll just float across.
4312628	4313569	Oh, don't be ridiculous.
4314169	4315170	Honestly, we've done enough.
4315790	4320232	Car, boat, boat, cars, rafts... We're not building boats.
4320472	4321833	It never works.
4321853	4322874	I've got a better idea.
4323294	4323914	Buy a boat.
4324194	4324995	Buy three boats.
4325235	4326416	We've got to get the cars on.
4326456	4327316	Yes, exactly.
4327336	4327856	Buy boats.
4327937	4328917	They've got boats.
4329397	4330778	But they're people's boats.
4331358	4331959	Well, buy them.
4332739	4333319	I've got wedge.
4334700	4335120	10 trillion?
4336041	4336401	50 billion?
4336601	4337341	Yeah, why not?
4337601	4338701	Yeah, I'll have another 50 billion.
4338721	4344783	100 billion, 350 billion, 400 billion.
4344803	4347084	10 trillion, 400 billion and 20.
4347264	4350525	This is absolutely idiotic.
4351665	4352506	Right, boat buying.
4357347	4363369	Having spent the morning rootling around the local boatyards, we reconvened with our purchases.
4364693	4367695	James had gone for an old sardine fishing boat.
4369616	4371597	I'd bought an aquatic hatchback.
4372938	4377340	And Jeremy, naturally, had purchased a floating drinks cabinet.
4378801	4380002	You've bought a bar.
4380462	4381523	It's also the bridge.
4381543	4384565	You steer it from the bar.
4386446	4388067	Once we'd loaded up our cars,
4395322	4398724	We assembled on HMS Sardine for a map chat.
4400445	4401425	Are they nautical charts?
4402346	4403086	No, it's a road map.
4404387	4406347	Right, we're going to see... So here's the lake.
4406868	4407068	Yes.
4408168	4414251	We're going to... There's the lake.
4414471	4415672	Yes, there's the lake.
4419986	4420427	What's that?
4420647	4422609	Oh, bloody hell.
4422629	4424811	That's the rest... Yes.
4426313	4427294	That goes to there.
4428415	4428756	OK.
4430878	4432220	It's about 180 miles.
4433121	4433982	It's 175 miles.
4434222	4435603	Oh, well, that's all right, then.
4435644	4437486	Thank God we haven't got to do that extra five miles.
4438046	4440369	It's the world's largest man-made lake.
4442717	4444197	I'm genuinely sorry about this.
4444378	4446598	I had not... Look, you can see the problem.
4447158	4449839	We've driven all the way... I've just been using this side of the map.
4449959	4451880	No, Jeremy, we can see the problem.
4452480	4453740	It's there, pointing at the map.
4453880	4454661	The map is accurate.
4454821	4456561	You didn't look at the other side.
4456581	4461983	It was all folded up in such a way that you didn't see... How fast does your boat go?
4462203	4463963	I don't know yet, but not very, I'm going to guess.
4464363	4466304	I think we're talking about a brisk walk.
4467208	4471072	Eve, if they do ten knots... Ten miles... Did I say ten miles an hour?
4471132	4472433	That's 18 hours.
4473334	4474194	That's overnight.
4475155	4475355	Yes.
4477377	4479219	I then did a bit more research.
4479959	4481701	And that wasn't a great move either.
4481721	4482902	It gets worse.
4484023	4484263	Why?
4485444	4487086	Guess how many crocodiles are in that lake?
4487947	4488527	I don't know.
4489308	4490229	Somewhere between 100 and 250,000.
4496271	4496891	Crocodiles?
4497412	4498112	Two weeks ago.
4498452	4499733	They had to shoot a man-eater.
4500894	4501634	Would you like to see it?
4503815	4505396	Jeez, that is... Look at it!
4505937	4507097	I didn't think crocodiles could be that big.
4507117	4507838	Look at this boat!
4508678	4513301	On average, 47 people a year are killed by crocodiles.
4513781	4516523	And there aren't that many people here to start with.
4523507	4524768	On that sombre note...
4526223	4527044	We set off.
4531109	4533912	HMS Simfeist is underway.
4535634	4538578	Under the watchful eye of the lake's residents.
4540801	4545727	If I think of this not so much as water as just a solid lump of crocodiles.
4554600	4554920	Right.
4555941	4557161	Safety check's complete.
4558242	4560002	There's only one thing I can think to do.
4562443	4564544	I believe Jeremy's already poured himself a drink.
4566385	4568846	Mr. Slowly driving HMS Eco.
4583681	4590827	It's extraordinary to think that in 1955, this didn't exist, it was just normal Africa.
4591488	4600135	And the British came and said, actually, we're going to build a dam across the Zambezi to create hydroelectric power for Zambia and Zimbabwe.
4601716	4602737	And this was the result.
4611014	4613835	biggest man-made lake the world has ever seen.
4614035	4631938	We've done some daft things in our time, but I'm really enjoying this one.
4633019	4635199	I'm sailing a bar with a Lancia on it.
4636699	4639200	And I've got a lot of drink to get through.
